Load_kW
39.04
35.2
38.4
31.36
31.36
36.48
28.8
26.676
28.244
30.743
28.557
28.303
28.028
31.459
34.11
33.762
31.639
31.152
40.96
33.28
35.84
34.56
32.64
35.2
39.04
28.8
35.84
30.08
29.44
38.4
202.88
521.808
701.975
993.122
975.073
1029.494
908.542
709.641
933.744
1016.236
1093.689
979.662
869.76
826.24
754.56
689.92
650.24
636.8
663.68
532.48
595.84
610.56
638.08
597.12
613.76
717.595
779.139
1045.364
973.597
1026.038
932.178
680.717
874.435
1070.216
927.81
1003.14
896.64
821.12
711.04
764.16
682.24
638.08
641.92
543.36
662.4
603.52
584.32
572.16
590.08
611.033
873.05
1011.881
941.346
959.119
900.24
715.243
884.381
891.622
901.231
847.992
778.88
605.44
560.64
642.56
624
631.68
620.8
508.16
576.64
618.24
586.88
569.6
113.92
56.628
57.527
55.056
56.717
55.813
59.773
60.408
58.558
57.523
57.769
61.072
62.08
61.44
69.12
62.08
60.16
56.32
58.88
58.88
58.24
60.8
57.6
59.52
225.28
517.073
714.521
1106.192
1108.261
1047.085
941.318
679.785
992.013
1099.045
1053.235
967.766
825.6
823.68
781.44
758.4
631.68
586.88
607.36
515.84
615.04
581.12
591.36
588.16
600.32
667.971
758.112
923.734
1080.966
966.967
964.105
793.355
949.186
1005.219
1032.572
976.919
925.44
953.6
805.12
766.08
720.64
690.56
715.52
616.32
685.44
658.56
632.32
622.08
657.92
693.669
888.533
1027.07
1065.129
1032.463
1022.96
744.899
1079.8
1042.508
1042.996
1019.9
983.68
848
666.88
627.2
713.6
702.08
729.6
617.6
752
749.44
735.36
752
771.84
797.276
878.262
956.648
965.181
969.257
971.765
730.291
961.38
1005.835
1031.154
962.22
1016.32
881.28
753.92
707.2
691.2
718.08
709.76
599.04
674.56
651.52
602.88
588.8
652.8
671.317
789.126
923.996
913.147
998.317
883.588
676.057
891.308
929.76
985.515
931.469
872.32
711.04
724.48
638.72
712.32
683.52
695.68
533.76
699.52
639.36
554.24
629.12
661.12
642.078
827.087
893.184
849.375
908.381
812.741
720.995
848.125
891.389
833.255
900.783
708.48
539.52
529.28
584.32
585.6
618.88
643.84
530.56
618.88
570.24
542.72
549.76
91.52
56.621
53.318
57.025
60.113
54.72
57.585
60.976
53.717
59.224
60.526
56.155
66.571
59.52
64
55.04
62.08
57.6
62.08
58.88
56.96
61.44
59.52
54.4
78.08
499.39
673.703
1076.007
994.47
960.276
844.496
651.638
954.048
1051.337
950.888
917.459
888.96
787.84
791.68
766.08
629.12
595.2
584.32
524.16
560.64
571.52
553.6
593.92
590.72
606.378
824.36
1019.563
995.399
928.532
964.252
631.588
843.231
906.812
900.735
876.682
819.84
693.12
702.72
681.6
584.96
592
638.08
504.96
654.08
668.16
639.36
629.12
705.92
697.52
858.305
938.347
832.995
937.6
857.597
666.911
772.984
906.517
1011.215
838.922
865.28
722.56
573.44
541.44
603.52
645.12
647.68
512.64
622.72
613.12
616.96
563.2
560.64
566.483
753.61
946.323
977.037
948.164
1008.339
722.097
1001.52
1053.21
994.742
861.982
931.848
857.6
726.4
723.84
637.44
621.44
604.16
497.92
618.24
628.48
584.32
565.76
527.36
794.422
845.885
862.393
941.003
977.529
810.493
697.941
830.093
980.601
1027.465
860.732
857.61
680.32
747.52
651.52
581.12
618.24
622.72
529.92
616.32
592.64
610.56
567.68
584.32
597.56
759.915
971.103
934.567
918.756
856.55
597.221
